PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Embarked,Cabin
208,1,1,20.79577075750666,0,1,1.9030975409174062,male,S,nan
209,0,3,6.372302715585409,0,0,15.798399491052969,male,Q,nan
210,1,2,39.39405247722267,0,0,3.377277808173552,male,Q,nan
211,0,3,45.98487214140232,0,0,11.70915316196186,female,S,nan
212,1,2,29.047569489176407,0,0,50.96579367421876,female,S,nan
213,1,3,1.2677388221917774,0,1,13.08813702500572,female,S,nan
214,0,2,,0,0,0.9677472386170063,female,S,nan
215,1,2,5.631625719414522,0,0,107.76392830348868,female,S,A1
216,0,3,34.177589514298404,0,1,4.520118585049,male,S,nan
217,0,1,16.83177454123868,0,0,23.848695240233955,female,S,D4
218,0,1,12.882330356379004,0,0,23.979366150400217,male,C,nan
219,0,2,23.292304752344492,0,0,14.089691707514996,male,S,nan
220,1,3,27.042185431804732,0,0,0.31762367734247926,female,S,nan
221,0,3,20.358980369396498,0,1,18.55424640868819,male,S,C3
222,0,3,38.23619753411968,0,0,9.51911066010249,male,C,nan
223,1,2,23.23199401234691,0,0,35.19615450485241,male,S,B2
224,0,2,43.912767639241416,1,0,1.6045190105747582,male,S,D4
225,1,1,33.77701090183045,0,2,42.06444446969575,female,S,nan
226,0,3,19.585420504353532,0,0,33.68692724471051,male,S,nan
227,1,3,17.143871684431854,0,2,34.36569505761835,male,C,nan
228,1,3,5.81130366381214,1,1,34.49804314089945,male,S,nan
229,1,3,33.91563107906892,0,0,85.96764853618201,male,S,nan
230,0,2,,1,1,3.577842764965933,male,S,C3
231,0,3,,0,0,2.4791039896537366,male,C,nan
232,1,3,21.932134344843696,0,0,2.384549462869771,male,C,nan
233,0,1,16.635006575803196,0,0,22.85416619831514,male,S,nan
234,1,2,52.54732508647457,0,1,3.4677824078508332,male,C,nan
235,0,1,5.0097101275470095,2,1,23.44219019620045,male,S,D4
236,1,1,8.800413403856219,0,0,25.517003133536917,female,C,nan
237,1,1,45.79455982503265,2,3,3.5135954926028377,male,C,B2
238,0,3,,0,0,51.05535255123743,male,S,nan
239,0,3,18.897747388478198,1,1,13.42864521163499,female,S,nan
240,1,2,20.534755569270793,2,1,35.45346383639441,male,S,nan
241,0,2,38.635413250023035,0,0,35.92357912542501,male,nan,nan
242,1,3,1.0,0,0,5.625326346152855,female,S,nan
243,0,3,2.712691574669435,1,0,71.13394357696717,male,S,C3
244,1,3,25.629365687664677,0,1,9.778962437987243,female,S,D4
245,1,2,52.173413208872326,2,0,102.67103506035843,female,S,nan
246,0,3,23.381913721582276,0,0,2.9843946545710343,female,S,nan
247,1,1,31.16358348015974,0,0,0.46972142491073227,female,S,A1
248,0,2,46.13994445217817,0,0,6.062780162732898,male,S,A1
249,1,3,60.249828632533124,1,0,19.307149489969586,female,S,nan
250,0,3,21.335697139349467,3,0,23.777362044135405,male,C,nan
251,0,3,29.45586750586532,0,2,33.20199480560667,male,Q,B2
252,0,3,56.119800709471214,1,0,28.251118421700934,male,S,nan
253,0,3,,2,2,12.049724265117273,male,S,nan
254,0,2,,0,0,39.20364097001739,male,S,nan
255,1,2,,0,3,2.188514322574538,male,Q,nan
256,0,2,31.18584932299577,1,0,1.0614124748607394,male,S,B2
257,1,1,26.182023812696023,0,0,4.284568850883054,male,C,nan
258,0,3,15.808831789832174,0,0,4.385510448359727,female,S,nan
259,0,2,15.44502204895501,1,0,15.488256820302556,male,S,D4
260,1,3,,0,0,29.26568313371885,female,S,B2
261,1,3,,1,1,121.0872562695518,female,C,B2
262,0,3,27.8188250537667,1,0,8.24962907651245,female,C,D4
263,0,2,30.716640801631637,1,0,28.835742907850946,male,S,nan
264,1,3,37.98202396122018,0,0,4.962840978706645,female,S,B2
265,1,3,,0,0,1.6966620563488946,female,S,A1
266,1,3,40.42554137198738,0,0,0.9454810369216355,female,Q,nan
267,0,3,41.58047490736633,0,0,41.343594376407516,female,S,nan
268,0,3,67.45258133188095,0,0,125.83016418995075,male,C,nan
269,1,3,24.246489236886056,0,3,86.4326302312713,male,S,nan
270,1,1,23.057813875812148,0,0,18.2696356624231,female,S,nan
271,0,3,40.85000513781931,0,0,1.456411225829717,male,S,nan
272,0,1,41.57701044922601,0,0,5.860387599804613,female,S,nan
273,0,3,21.941236276037674,0,0,50.798502751819306,male,C,nan
274,1,3,23.85414118451429,0,0,7.9188560253521265,male,C,nan
275,0,3,37.54639715416158,1,2,28.026847382489066,male,C,D4
276,0,2,17.70002850934741,0,0,11.552847265683889,male,S,nan
277,0,1,23.747257173782284,1,0,22.77420218400552,female,C,nan
278,1,3,30.999095126842303,1,1,52.09838319607555,male,S,nan
279,0,1,44.141110929922746,0,0,18.578907206045603,female,S,D4
280,0,1,,0,1,156.3583673784534,male,S,C3
281,0,2,2.9854253005552565,0,0,14.74330100690224,female,S,nan
282,0,1,1.9093367209859409,0,0,14.210460527794403,male,S,nan
283,1,3,,0,2,21.330297987502455,male,S,nan
284,0,3,10.659068086100909,0,1,1.8986361920077615,male,S,nan
285,0,2,27.45814400001132,1,1,52.25228227800394,male,S,nan
286,1,1,12.461237772834725,2,0,15.25673818481214,female,S,nan
287,0,1,,1,1,38.125182152547566,female,S,nan
288,1,2,18.475754667760278,0,0,24.57686984720142,male,C,nan
289,1,1,23.312636017704094,0,0,28.15037581894707,male,S,nan
290,0,3,48.87631280708527,3,0,31.491881863506094,male,S,nan
291,1,1,,0,0,9.239241450556234,male,C,nan
292,0,2,,0,0,51.16578636095902,male,C,nan
293,1,2,23.015118931577845,0,0,0.023649276850894626,male,C,nan
294,0,2,23.418126478966194,0,0,2.3990142314299856,male,C,nan
295,1,1,34.45232381430327,0,1,42.55071808040554,female,Q,A1
296,1,1,38.17045156360821,0,2,87.36479915431718,male,S,nan
297,1,3,16.539546161541296,0,0,9.212460993297464,male,Q,nan
298,0,1,30.228970956406357,0,2,4.930910507221897,male,Q,nan
299,0,3,1.0,0,0,21.168409412070805,male,S,nan
300,0,3,32.76984987047366,0,0,4.666697879256646,male,C,A1
301,0,2,40.75116400840095,0,1,0.8212502122273685,male,C,A1
302,1,2,25.639004910227307,1,0,21.604507190083364,male,C,nan
303,0,3,56.03964144403153,0,0,3.4259005273171863,female,nan,B2
304,1,3,16.92204251217727,0,0,29.94604867429059,female,S,nan
305,1,2,,1,0,14.580370530781877,female,S,B2
306,0,2,29.180541173343645,0,1,84.67484544194083,female,S,C3
307,0,2,28.24568382207058,1,0,26.429353024382074,male,C,nan
308,1,3,,1,0,39.34026484250077,male,C,nan
309,0,3,31.253022935137338,0,0,20.10739258307093,male,C,nan
310,0,1,41.995401780223645,0,0,33.3422845304873,female,C,nan
311,1,2,49.67717542598379,0,0,53.02311827157565,female,Q,A1
312,1,3,29.667371454689718,4,2,21.63700620297518,male,S,nan
313,0,1,41.52208304648868,1,1,21.5393216555188,male,Q,nan
314,0,3,19.52437927913165,2,1,5.624808570088586,male,S,C3
315,0,3,40.80635406453038,1,0,0.8280606343086881,male,S,nan
316,1,1,18.65112290450864,0,1,10.284879980411016,female,S,nan
317,1,1,,1,0,23.40777928590819,male,S,nan
318,1,1,61.75429272220197,0,0,46.5450878112287,male,S,B2
319,1,3,27.929783624414817,1,0,21.541164306769428,male,S,nan
320,1,1,1.0,0,0,89.2927369630055,male,S,nan
321,0,1,21.752942467950067,0,2,31.303038175437887,male,C,nan
322,0,1,47.562189447194896,1,0,56.464535395180455,female,S,D4
323,1,1,,1,2,180.59398467321483,male,S,nan
324,1,3,,0,0,75.20552274988553,male,S,nan
325,1,2,44.32569116134516,0,0,95.56707308214293,male,S,D4
326,0,3,36.72457486910212,0,0,17.079210598347387,male,S,nan
327,0,3,47.357015218041475,2,0,5.605731961310402,male,S,nan
328,0,3,43.03164331138129,0,0,13.854339754695012,male,C,nan
329,0,1,51.76465656468591,0,0,2.7164615583293443,male,S,nan
330,1,3,34.90254321664069,0,2,3.935356384833788,male,C,nan
331,1,3,42.826261321662344,0,0,0.7204682940286302,female,S,nan
332,0,1,,0,0,0.04693383513260873,female,C,nan
333,0,3,20.978818232394413,0,0,74.12702714003642,female,Q,nan
334,1,3,54.44813078607511,1,0,111.49143552605551,male,S,nan
335,0,2,32.834967806678975,1,0,35.82165293850676,female,S,nan
336,1,3,41.370768205004495,2,0,27.564367283388936,female,S,nan
337,1,3,,0,0,21.6516820187852,male,S,B2
338,0,3,21.195523061660516,0,0,116.5197189658515,male,S,D4
339,0,3,29.859251942444818,1,0,12.42734228337103,male,S,nan
340,1,2,50.52191325763185,1,0,48.68641389922387,female,C,B2
341,1,3,37.75098107705165,0,0,8.766543585874729,male,Q,B2
342,0,2,4.883639183908343,1,0,8.959999365100057,male,S,nan
343,1,3,26.578955379645755,1,0,39.333252861648646,female,S,B2
344,1,3,55.543259994218324,0,0,46.37351684333171,male,S,D4
345,1,1,26.599945503175636,1,2,3.9489274968866566,female,S,nan
346,0,2,3.593058969854379,0,0,34.29583668705682,female,C,nan
347,1,2,57.149208838626876,0,0,32.31243022302185,female,S,nan
348,1,1,,0,0,6.934146802801218,female,nan,nan
349,0,1,28.684813547214393,0,0,81.936994355543,male,S,nan
350,0,2,24.314442826810005,1,0,21.7258595427817,male,S,nan
351,1,1,45.39410298198016,0,1,13.506262552972014,female,S,nan
352,0,1,21.841240696720206,0,2,13.200021542079472,female,S,nan
353,0,3,46.34971815548183,1,0,13.684128603224819,male,S,B2
354,0,3,37.56183164300171,1,0,1.6008116228069085,male,S,nan
355,1,3,33.24788791956657,1,0,44.699208128259144,male,C,nan
356,1,2,31.809964677366132,0,0,94.74840735586072,male,S,nan
357,0,3,27.162963467644417,1,0,68.80574135706973,male,C,nan
358,1,3,44.861781743034356,0,1,14.754243195343907,female,S,nan
359,0,1,17.152528934523403,0,0,40.39152224408081,female,S,nan
360,1,1,,0,0,13.15210199665841,female,C,nan
361,1,3,38.60938178194088,0,0,5.100874182419277,male,S,nan
362,1,1,38.85295575697364,1,0,14.60940396152972,male,S,nan
363,0,3,36.66349671142061,0,0,14.978908466644452,male,S,nan
364,1,3,35.61206135946156,0,0,6.282699335963961,male,C,nan
365,0,1,25.052164514105556,1,0,16.07264850530318,male,Q,nan
366,1,1,41.11849921359011,1,1,19.193183918654928,male,S,nan
367,0,3,29.039407162059156,0,1,9.441901047371301,male,S,A1
368,0,3,22.636853368179917,2,0,1.7523093418379956,male,S,nan
369,0,1,25.1775759722967,1,0,8.07457928778153,male,S,nan
370,1,3,,3,0,65.70777907563857,male,S,nan
371,0,3,4.542846810341224,3,0,26.092312222498627,male,S,nan
372,1,3,36.94692751228908,2,0,12.081309459872559,male,C,D4
373,0,3,5.352898799456099,1,2,9.492687480971759,male,S,nan
374,0,2,28.130616594316887,0,0,32.64272074993654,male,C,nan
375,1,1,23.412401465264278,0,1,6.417425714815175,male,S,nan
376,0,3,1.0,0,0,7.8072810990595345,female,C,nan
377,1,2,35.34104506128956,1,0,56.465862855635336,male,S,nan
378,1,3,24.18944809821316,0,0,18.26811509772027,female,S,nan
379,0,3,1.0,1,0,5.41153825112453,male,S,nan
380,0,1,41.87373731622665,0,0,0.8680205864083321,female,S,nan
381,0,3,50.50758958083956,0,0,107.60695804153508,female,S,nan
382,1,1,51.30680296330029,0,1,0.06605657721208101,male,S,A1
383,1,3,34.90486838944633,0,0,23.144865901889503,female,S,nan
384,0,2,,0,0,32.48268409962187,male,S,nan
385,0,3,48.95827100298905,0,0,24.846572437000155,female,C,nan
386,0,3,54.094561987431426,1,0,15.037205213197153,male,C,nan
387,0,2,46.13674619169656,0,0,58.99412651789495,male,S,nan
388,1,3,16.04770476766788,0,0,65.57091383584421,female,Q,nan
389,1,3,,0,0,15.797762430334034,female,nan,nan
390,0,3,36.07298409222572,0,0,21.784162486474077,male,S,nan
391,1,3,3.4605539507001772,0,0,22.027902781365743,female,C,nan
392,0,3,,1,0,34.13353192019524,male,S,nan
393,0,2,62.65838147670114,1,0,6.720782108637974,male,S,nan
394,1,3,38.97907440411147,0,0,2.0059452774308215,female,S,nan
395,1,1,,0,0,16.54043291368068,male,S,nan
396,1,3,32.35226358686622,0,0,3.370359769972569,male,S,nan
397,0,3,28.638334302234586,0,0,19.273250181372692,female,S,nan
398,0,2,35.22843515617414,1,2,48.190062578366195,male,S,A1
399,0,1,17.870513604225728,0,1,18.588870955116313,male,S,nan
400,0,3,15.725259785101365,1,0,23.011102411157786,male,S,nan
401,1,2,48.0614160789558,0,0,27.288033727292976,female,S,nan
402,1,3,49.598963971564515,0,0,40.84217514151478,male,C,nan
403,0,1,15.32895842398342,0,1,25.43989515507248,male,C,nan
404,1,3,43.735982666031035,0,0,16.65485692131565,female,S,nan
405,0,1,28.439080353712697,4,0,15.992609829952249,male,C,nan
406,1,1,,0,0,6.210826058974729,male,S,nan
407,0,3,36.37317027180842,1,0,16.40678347041397,female,S,A1
408,0,3,44.118081787802616,1,0,42.634271486046366,female,S,nan
409,1,1,30.899413927016237,0,1,14.995829744865134,male,nan,nan
410,0,3,50.14734893187807,0,2,13.071458994970254,female,C,nan
411,0,3,34.18648617651891,0,0,23.846642062121806,female,Q,nan
412,0,3,38.750671950808226,0,0,5.327782268514551,male,S,D4
413,0,2,17.617692422709926,1,0,2.666051232299275,female,S,D4
414,0,3,61.0005556552201,0,0,37.42515476093684,female,S,C3
415,0,3,36.51246138647201,2,0,9.829500780073996,male,S,nan
416,1,3,40.038462667503936,0,0,8.744640362277668,male,S,nan
417,1,3,6.381305737432648,0,1,59.34312563838303,female,Q,nan
418,0,3,17.770820665353035,1,2,69.55340913181004,female,C,nan
419,0,1,47.6493134748216,0,0,20.207083947344458,male,Q,A1
420,1,3,,1,0,28.578148652867494,female,S,nan
421,1,3,1.9501938449805714,0,0,97.30092788610082,female,S,nan
422,1,3,44.75520397026538,3,0,14.669497903485325,female,S,nan
423,1,1,21.81514933688551,1,0,56.918060330066254,female,Q,D4
424,1,1,50.164096295212325,1,0,37.918635626904155,male,S,nan
425,0,3,,0,0,86.27812388787598,male,S,nan
426,0,1,32.66824694729768,1,1,7.375385032847203,male,S,nan
427,1,3,,0,0,47.07574937767908,male,C,D4
428,1,2,,1,0,4.950802462046595,male,C,nan
429,0,3,,0,0,46.94620178094691,female,S,nan
430,1,3,26.850772904227444,0,2,11.098579195812661,female,S,nan
431,0,2,,0,0,1.650884971156476,male,C,B2
432,1,2,,0,0,50.4768575783395,female,S,B2
433,1,3,5.513498301608099,0,0,1.5206987392009481,male,S,nan
434,0,3,41.643953442134986,1,0,53.45159601983523,male,S,nan
435,0,2,20.956814467778443,0,3,6.124893536174163,male,S,nan
436,0,3,24.012722812655895,1,0,23.802158126193923,male,S,nan
437,1,3,2.776249171867594,0,2,0.941583504778562,male,Q,nan
